S_NightAudit_ID,User_ID,IP_Address,Action,Dated,Browser_Used,ReportRun_ID
310,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-18 06:02:11.000,Chrome,184
311,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-18 06:02:14.000,Chrome,185
314,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-18 06:13:51.000,Chrome,181
326,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-18 06:59:20.000,Chrome,201
327,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-18 06:59:21.000,Chrome,202
328,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-18 06:59:23.000,Chrome,203
329,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-18 06:59:25.000,Chrome,204
330,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-18 06:59:27.000,Chrome,205
331,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-18 07:06:31.000,Chrome,187
332,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-18 07:10:35.000,Chrome,202
333,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-18 07:11:08.000,Chrome,203
334,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-18 07:28:02.000,Chrome,193
335,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-18 07:28:03.000,Chrome,194
336,13,112.204.162.118,Viewed Rate Check Report Output Details,2021-12-18 07:28:06.000,Chrome,200
337,13,112.204.162.118,Viewed PM PX Accounts Report Output Details,2021-12-18 07:28:08.000,Chrome,196
338,13,112.204.162.118,Viewed Out of Order Service Rooms Report Output Details,2021-12-18 07:28:10.000,Chrome,197
339,13,112.204.162.118,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-18 07:28:12.000,Chrome,198
340,13,112.204.162.118,Viewed Ogone Deposit Posting Report Output Details,2021-12-18 07:28:14.000,Chrome,199
341,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-18 07:34:53.000,Chrome,193
342,13,112.204.162.118,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-18 07:36:39.000,Chrome,206
343,13,112.204.162.118,Viewed Room Reconciliation After Roll Report Output Details,2021-12-18 07:36:41.000,Chrome,207
344,13,112.204.162.118,Viewed No Shows Report Output Details,2021-12-18 07:36:43.000,Chrome,208
345,13,112.204.162.118,Viewed FO Paid Out Report Output Details,2021-12-18 07:36:46.000,Chrome,209
346,13,112.204.162.118,Viewed Credit Limit Report Output Details,2021-12-18 07:36:56.000,Chrome,211
349,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-19 04:24:34.000,Chrome,220
367,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-19 09:00:54.000,Chrome,224
368,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-19 09:00:56.000,Chrome,225
369,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-19 09:00:59.000,Chrome,226
370,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-19 09:01:01.000,Chrome,227
371,4,110.93.80.163,Viewed Out of Order Service Rooms Report Output Details,2021-12-19 09:01:03.000,Chrome,228
372,4,110.93.80.163,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-19 09:01:06.000,Chrome,229
373,4,110.93.80.163,Viewed Ogone Deposit Posting Report Output Details,2021-12-19 09:01:08.000,Chrome,230
374,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-19 09:01:19.000,Chrome,231
219,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 01:38:51.000,Chrome,167
225,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-17 04:25:58.000,Chrome,165
226,4,110.93.80.163,Viewed Out of Order Service Rooms Report Output Details,2021-12-17 04:26:01.000,Chrome,166
227,4,110.93.80.163,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 04:26:05.000,Chrome,167
228,4,110.93.80.163,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 04:26:09.000,Chrome,168
229,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-17 04:27:40.000,Chrome,164
230,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-17 04:29:01.000,Chrome,176
231,4,110.93.80.163,Viewed No Shows Report Output Details,2021-12-17 04:29:04.000,Chrome,177
235,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-17 04:29:40.000,Chrome,181
236,4,110.93.80.163,Viewed No Shows Report Output Details,2021-12-17 04:29:58.000,Chrome,177
237,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-17 04:30:13.000,Chrome,183
238,21,59.100.129.30,Viewed FO Paid Out Report Output Details,2021-12-17 04:30:24.000,Chrome,184
240,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-17 05:15:20.000,Chrome,185
241,21,59.100.129.30,Viewed No Shows Report Output Details,2021-12-17 05:18:30.000,Chrome,183
243,4,110.93.80.163,Viewed CC Surcharge Report Output Details,2021-12-17 05:53:33.000,Chrome,169
244,4,110.93.80.163,Viewed Adjustment and Correction Report Output Details,2021-12-17 05:53:34.000,Chrome,170
245,4,110.93.80.163,Viewed Rate Check Report Output Details,2021-12-17 05:53:36.000,Chrome,171
246,4,110.93.80.163,Viewed PM PX Accounts Report Output Details,2021-12-17 05:53:37.000,Chrome,172
247,4,110.93.80.163,Viewed Out of Order Service Rooms Report Output Details,2021-12-17 05:53:39.000,Chrome,173
248,4,110.93.80.163,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 05:53:42.000,Chrome,174
249,4,110.93.80.163,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 05:53:43.000,Chrome,175
250,4,110.93.80.163,Viewed PM PX Accounts NA16 Report Report Output Details,2021-12-17 05:53:45.000,Chrome,181
251,4,110.93.80.163,Viewed Room Reconciliation After Roll Report Output Details,2021-12-17 05:53:48.000,Chrome,182
252,4,110.93.80.163,Viewed No Shows Report Output Details,2021-12-17 05:53:49.000,Chrome,183
253,4,110.93.80.163,Viewed FO Paid Out Report Output Details,2021-12-17 05:53:50.000,Chrome,184
254,4,110.93.80.163,Viewed Credit Limit Report Output Details,2021-12-17 05:53:52.000,Chrome,185
259,9,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-17 13:35:27.000,Chrome,114
260,9,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-17 13:35:45.000,Chrome,112
261,9,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-17 13:36:07.000,Chrome,115
262,9,59.100.129.30,Viewed Room Reconciliation Before Roll Report Output Details,2021-12-17 13:36:40.000,Chrome,116
263,9,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-17 13:37:21.000,Chrome,110
282,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2021-12-18 01:51:17.000,Chrome,193
285,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2021-12-18 01:57:48.000,Chrome,197
286,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-18 01:58:02.000,Chrome,199
288,5,59.100.129.30,Viewed Rate Check Report Output Details,2021-12-18 02:21:26.000,Chrome,189
289,5,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2021-12-18 02:21:30.000,Chrome,191
290,5,59.100.129.30,Viewed No Shows Report Output Details,2021-12-18 04:02:40.000,Chrome,202
294,21,59.100.129.30,Exported PM PX Accounts PDF Output Report.,2021-12-18 04:22:41.000,Chrome,196
297,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-18 04:31:07.000,Chrome,210
298,21,59.100.129.30,Viewed Credit Limit Report Output Details,2021-12-18 05:41:14.000,Chrome,211
299,13,112.204.162.118,Viewed CC Surcharge Report Output Details,2021-12-18 05:49:59.000,Chrome,169
300,13,112.204.162.118,Viewed Adjustment and Correction Report Output Details,2021-12-18 05:50:28.000,Chrome,170
2203,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-01-18 01:08:46.000,Chrome,1021
2209,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-01-18 01:46:49.000,Chrome,1027
2212,10,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-01-18 01:50:29.000,Chrome,1021
2213,10,59.100.129.30,Viewed PM PX Accounts Report Output Details,2022-01-18 01:51:14.000,Chrome,1029
2215,10,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-01-18 01:52:36.000,Chrome,1023
2222,4,110.93.82.151,Viewed Rate Check Report Output Details,2022-01-18 02:32:43.000,Chrome,1027
2229,10,59.100.129.30,Viewed Credit Limit Report Output Details,2022-01-18 02:52:02.000,Chrome,1040
2233,21,59.100.129.30,Viewed No Shows Report Output Details,2022-01-18 03:58:27.000,Chrome,1043
2252,25,20.92.196.55,Viewed Ogone Deposit Posting Report Output Details,2022-01-18 06:55:41.000,Chrome,1023
2253,25,20.92.196.55,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-18 06:55:46.000,Chrome,1024
2254,25,20.92.196.55,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-18 06:55:51.000,Chrome,1039
2255,25,20.92.196.55,Viewed No Shows Report Output Details,2022-01-18 06:55:56.000,Chrome,1038
2256,25,20.92.196.55,Viewed Room Reconciliation After Roll Report Output Details,2022-01-18 06:56:02.000,Chrome,1037
2257,25,20.92.196.55,Viewed FO Paid Out Report Output Details,2022-01-18 06:56:07.000,Chrome,1036
2258,25,20.92.196.55,Viewed Credit Limit Report Output Details,2022-01-18 06:56:13.000,Chrome,1040
2343,5,59.100.129.30,Viewed Rate Check Report Output Details,2022-01-19 01:08:31.000,Chrome,1049
2344,5,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-01-19 01:08:35.000,Chrome,1050
2345,5,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-01-19 01:08:37.000,Chrome,1047
2347,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-01-19 01:28:51.000,Chrome,1054
2348,21,59.100.129.30,Viewed CC Surcharge Report Output Details,2022-01-19 01:29:05.000,Chrome,1053
2349,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-01-19 01:29:24.000,Chrome,1055
2351,21,59.100.129.30,Viewed Out of Order Service Rooms Report Output Details,2022-01-19 01:34:03.000,Chrome,1057
2353,21,59.100.129.30,Viewed Ogone Deposit Posting Report Output Details,2022-01-19 01:38:49.000,Chrome,1059
2354,4,110.93.82.151,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-19 01:39:58.000,Chrome,1060
2355,5,59.100.129.30,Viewed No Shows Report Output Details,2022-01-19 02:37:15.000,Chrome,1062
2356,5,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-01-19 02:37:17.000,Chrome,1065
2357,5,59.100.129.30,Viewed Credit Limit Report Output Details,2022-01-19 02:37:19.000,Chrome,1064
2358,5,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-19 02:37:46.000,Chrome,1061
2359,5,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2022-01-19 02:37:47.000,Chrome,1063
2362,21,59.100.129.30,Viewed FO Paid Out Report Output Details,2022-01-19 04:08:47.000,Chrome,1069
2363,21,59.100.129.30,Viewed Credit Limit Report Output Details,2022-01-19 04:08:52.000,Chrome,1070
2376,25,112.202.250.7,Viewed Adjustment and Correction Report Output Details,2022-01-19 06:57:05.000,Chrome,1047
2377,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 06:57:13.000,Chrome,1048
2378,25,112.202.250.7,Viewed Rate Check Report Output Details,2022-01-19 06:57:16.000,Chrome,1049
2379,25,112.202.250.7,Viewed Out of Order Service Rooms Report Output Details,2022-01-19 06:57:18.000,Chrome,1050
2380,25,112.202.250.7,Viewed Ogone Deposit Posting Report Output Details,2022-01-19 06:57:22.000,Chrome,1051
2381,25,112.202.250.7,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-19 06:57:24.000,Chrome,1052
2395,25,112.202.250.7,Viewed CC Surcharge Report Output Details,2022-01-19 07:26:14.000,Chrome,1053
2396,25,112.202.250.7,Viewed CC Surcharge Report Output Details,2022-01-19 07:28:19.000,Chrome,1046
2400,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 07:32:02.000,Chrome,1056
2403,25,112.202.250.7,Viewed CC Surcharge Report Output Details,2022-01-19 07:34:51.000,Chrome,1053
2404,25,112.202.250.7,Viewed Adjustment and Correction Report Output Details,2022-01-19 07:35:37.000,Chrome,1054
2247,25,20.92.196.55,Viewed CC Surcharge Report Output Details,2022-01-18 06:55:13.000,Chrome,1018
2248,25,20.92.196.55,Viewed Adjustment and Correction Report Output Details,2022-01-18 06:55:18.000,Chrome,1021
2249,25,20.92.196.55,Viewed PM PX Accounts Report Output Details,2022-01-18 06:55:23.000,Chrome,1033
2250,25,20.92.196.55,Viewed Rate Check Report Output Details,2022-01-18 06:55:31.000,Chrome,1028
2251,25,20.92.196.55,Viewed Out of Order Service Rooms Report Output Details,2022-01-18 06:55:37.000,Chrome,1022
2303,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-01-18 08:34:54.000,Chrome,1044
2304,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-18 08:35:00.000,Chrome,1041
2305,4,110.93.82.151,Viewed Room Reconciliation After Roll Report Output Details,2022-01-18 08:35:01.000,Chrome,1042
2306,4,110.93.82.151,Viewed No Shows Report Output Details,2022-01-18 08:35:02.000,Chrome,1043
2307,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-01-18 08:35:03.000,Chrome,1044
2308,4,110.93.82.151,Viewed Credit Limit Report Output Details,2022-01-18 08:35:04.000,Chrome,1045
2311,4,110.93.82.151,Viewed CC Surcharge Report Output Details,2022-01-18 08:46:35.000,Chrome,1018
2312,4,110.93.82.151,Viewed Adjustment and Correction Report Output Details,2022-01-18 08:46:38.000,Chrome,1021
2313,4,110.93.82.151,Viewed PM PX Accounts Report Output Details,2022-01-18 08:46:42.000,Chrome,1033
2314,4,110.93.82.151,Viewed Rate Check Report Output Details,2022-01-18 08:46:44.000,Chrome,1028
2315,4,110.93.82.151,Viewed Out of Order Service Rooms Report Output Details,2022-01-18 08:46:46.000,Chrome,1022
2316,4,110.93.82.151,Viewed Ogone Deposit Posting Report Output Details,2022-01-18 08:46:48.000,Chrome,1023
2317,4,110.93.82.151,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-18 08:46:49.000,Chrome,1024
2318,4,110.93.82.151,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-18 08:46:51.000,Chrome,1039
2319,4,110.93.82.151,Viewed No Shows Report Output Details,2022-01-18 08:46:53.000,Chrome,1038
2320,4,110.93.82.151,Viewed Room Reconciliation After Roll Report Output Details,2022-01-18 08:46:54.000,Chrome,1037
2321,4,110.93.82.151,Viewed FO Paid Out Report Output Details,2022-01-18 08:46:56.000,Chrome,1036
2322,4,110.93.82.151,Viewed Credit Limit Report Output Details,2022-01-18 08:46:58.000,Chrome,1040
2405,25,112.202.250.7,Viewed Rate Check Report Output Details,2022-01-19 07:36:11.000,Chrome,1055
2406,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 07:40:13.000,Chrome,1056
2408,25,112.202.250.7,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-19 07:42:26.000,Chrome,1060
2409,25,112.202.250.7,Viewed Ogone Deposit Posting Report Output Details,2022-01-19 07:43:37.000,Chrome,1059
2410,25,112.202.250.7,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-19 07:44:51.000,Chrome,1066
2411,25,112.202.250.7,Viewed Room Reconciliation After Roll Report Output Details,2022-01-19 07:45:52.000,Chrome,1067
2412,25,112.202.250.7,Viewed No Shows Report Output Details,2022-01-19 07:46:14.000,Chrome,1068
2429,4,110.93.82.151,Viewed PM PX Accounts Report Output Details,2022-01-19 08:37:12.000,Chrome,1056
2431,21,59.100.129.30,Viewed Adjustment and Correction Report Output Details,2022-01-20 02:38:06.000,Chrome,1079
2432,21,59.100.129.30,Viewed Rate Check Report Output Details,2022-01-20 02:44:47.000,Chrome,1080
2437,21,59.100.129.30,Viewed No Shows Report Output Details,2022-01-20 04:53:07.000,Chrome,1088
2438,21,59.100.129.30,Viewed Room Reconciliation After Roll Report Output Details,2022-01-20 04:53:14.000,Chrome,1086
2439,21,59.100.129.30,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-20 05:01:03.000,Chrome,1090
2441,21,59.100.129.30,Printed Out PM PX Accounts NA16 Report Output Report.,2022-01-20 05:03:11.000,Chrome,1090
2468,25,112.202.250.7,Viewed Credit Limit Report Output Details,2022-01-20 06:59:19.000,Chrome,1089
2469,25,112.202.250.7,Viewed CC Surcharge Report Output Details,2022-01-20 06:59:37.000,Chrome,1078
2470,25,112.202.250.7,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-20 07:01:29.000,Chrome,1084
2471,25,112.202.250.7,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-20 07:38:54.000,Chrome,1084
2472,25,112.202.250.7,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-20 07:39:24.000,Chrome,1090
2364,25,112.202.250.7,Viewed CC Surcharge Report Output Details,2022-01-19 06:52:13.000,Chrome,1046
2365,25,112.202.250.7,Viewed Adjustment and Correction Report Output Details,2022-01-19 06:52:28.000,Chrome,1047
2366,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 06:52:32.000,Chrome,1048
2367,25,112.202.250.7,Viewed Rate Check Report Output Details,2022-01-19 06:52:34.000,Chrome,1049
2368,25,112.202.250.7,Viewed Out of Order Service Rooms Report Output Details,2022-01-19 06:52:37.000,Chrome,1050
2369,25,112.202.250.7,Viewed Ogone Deposit Posting Report Output Details,2022-01-19 06:52:40.000,Chrome,1051
2370,25,112.202.250.7,Viewed Room Reconciliation Before Roll Report Output Details,2022-01-19 06:52:43.000,Chrome,1052
2371,25,112.202.250.7,Viewed PM PX Accounts NA16 Report Report Output Details,2022-01-19 06:52:48.000,Chrome,1061
2372,25,112.202.250.7,Viewed No Shows Report Output Details,2022-01-19 06:52:54.000,Chrome,1062
2373,25,112.202.250.7,Viewed Room Reconciliation After Roll Report Output Details,2022-01-19 06:52:56.000,Chrome,1063
2374,25,112.202.250.7,Viewed FO Paid Out Report Output Details,2022-01-19 06:52:59.000,Chrome,1065
2375,25,112.202.250.7,Viewed Credit Limit Report Output Details,2022-01-19 06:53:02.000,Chrome,1064
2382,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 06:58:37.000,Chrome,1048
2383,25,112.202.250.7,Viewed PM PX Accounts Report Output Details,2022-01-19 07:00:19.000,Chrome,1048
